customer_id,age,monthly_income,loan_amount,emi_total,years_with_company,monthly_transactions,credit_score,credit_utilization,late_payment_count,savings_amount,avg_account_balance,emi_paid
C18602,60,236919,900331,106,10,112,566,35,6,548664,105646,102
C18603,23,96074,1262036,55,9,82,882,39,1,730156,715384,53
C18604,22,73949,1120421,64,9,114,646,69,5,116948,667636,61
C18605,58,224865,1416155,95,13,10,640,29,5,901907,1367285,83
C18606,44,129765,1201977,17,1,65,863,23,3,239766,361910,9
C18607,49,71543,1432663,54,6,86,645,70,2,912421,935850,47
C18608,54,36398,574090,30,9,58,555,46,10,704394,565239,24
C18609,40,237652,546064,29,11,58,600,34,1,468843,826828,28
C18610,38,243380,221234,41,1,100,744,83,8,943814,928476,29
C18611,34,170844,839563,82,2,111,642,52,11,744168,250836,77
C18612,38,220186,651167,28,10,48,861,86,9,70970,1184951,23
C18613,22,98436,1251206,64,3,37,688,79,4,246363,761651,57
C18614,21,232398,1790799,79,5,36,767,92,0,392207,233785,74
C18615,40,185083,683437,75,11,83,556,54,1,862401,1373467,70
C18616,54,134809,1928442,14,10,104,735,87,9,345894,487966,2
C18617,61,75396,1536376,36,11,30,583,46,11,755421,922660,30
C18618,61,135583,828761,41,8,99,679,53,10,337301,1289387,34
C18619,31,91193,1905713,47,11,7,712,28,9,960958,436302,44
C18620,47,134461,1563587,89,12,108,758,35,1,30301,1210134,87
C18621,43,239691,161562,52,12,104,841,81,4,96495,481679,42
C18622,58,45840,120995,34,14,96,657,59,8,181294,185556,29
C18623,64,211292,874426,61,3,98,703,11,11,874086,1301486,58
C18624,23,246039,923990,27,7,107,875,19,10,173940,148832,21
C18625,32,183691,630116,103,1,39,621,43,6,294071,79535,97
C18626,50,123119,1008203,87,11,30,821,79,6,697861,1083749,76
C18627,51,220330,1547418,83,13,75,812,38,6,917826,154353,77
C18628,43,105061,586676,41,11,70,685,56,4,638737,1476697,30
C18629,21,88900,1931302,71,10,33,672,27,11,80758,31856,61
C18630,61,70384,1512827,116,5,49,550,79,2,378676,445502,108
C18631,40,149679,795694,72,2,115,769,90,8,537148,1428160,69
C18632,26,54917,1316897,113,5,25,653,87,0,762890,512658,101
C18633,31,227571,983207,17,5,72,623,33,5,223851,1182997,6
C18634,55,137301,1583653,50,10,104,635,91,1,177771,1071645,47
C18635,24,113155,1041012,16,6,18,581,29,2,578746,787470,8
C18636,49,95071,1355326,14,11,74,833,84,11,460428,850247,13
C18637,30,81425,135056,85,5,118,601,41,8,889924,477147,79
C18638,49,105116,716877,41,1,87,710,35,6,536320,1004519,39
C18639,58,200658,272065,91,10,65,652,52,7,957739,815494,79
C18640,21,86321,1461365,22,2,14,823,73,9,477202,275478,11
C18641,60,220468,1295404,14,7,11,892,12,8,842315,1306673,10
C18642,28,92512,1154298,26,3,66,642,37,5,413423,915339,17
C18643,58,213161,1805448,55,11,94,699,16,6,508268,12143,53
C18644,37,218344,1268250,65,8,49,783,49,7,690666,698967,54
C18645,39,126973,1439125,12,13,36,796,87,11,940545,211073,7
C18646,53,143880,1003920,24,2,56,670,77,9,96027,1486232,16
C18647,35,72055,967755,74,3,84,719,40,5,736254,480972,74
C18648,51,25937,1728006,67,10,29,758,37,7,509932,1447359,62
C18649,41,243588,1038271,50,7,92,747,46,11,578500,1499646,38
C18650,23,42673,543307,50,1,45,652,84,4,463994,1492432,38
C18651,22,127974,950386,113,10,92,668,91,10,135978,1274734,109
C18652,55,97957,574567,78,5,49,792,16,7,835857,390044,74
C18653,61,204654,955509,41,7,6,847,86,11,115325,671982,38
C18654,36,185572,160770,119,1,8,627,57,1,937412,299543,112
C18655,41,213928,502796,52,1,119,706,50,11,421455,590618,49
C18656,32,37953,121847,101,14,94,598,52,7,371460,334201,89
C18657,48,92052,1739653,22,4,14,818,80,4,603668,825037,13
C18658,32,202412,1233297,81,11,101,589,68,1,616692,446268,80
C18659,53,68042,1288642,87,7,104,664,46,3,5686,399028,83
C18660,40,144180,375902,91,1,84,824,13,0,674731,353779,85
C18661,60,96706,613925,97,6,107,615,54,8,664997,317118,87
C18662,41,182579,688381,33,14,25,593,44,11,733864,1414061,22
C18663,59,149765,1464765,49,14,9,733,29,9,635457,640339,47
C18664,61,158425,1126483,23,4,49,798,40,3,779708,702464,23
C18665,62,36999,279399,47,5,52,700,10,9,973600,1087096,36
C18666,56,101474,898722,61,11,10,828,55,11,859390,1256412,55
C18667,42,88134,73645,28,2,30,735,80,6,483735,144663,23
C18668,46,156652,1860687,115,2,23,892,65,5,237067,753120,114
C18669,27,241321,1878053,43,10,54,722,62,5,156139,699475,41
C18670,27,229901,955062,56,9,47,825,88,9,123222,21748,56
C18671,28,95086,1470783,48,6,83,660,55,3,191610,444513,46
C18672,46,70248,1066871,78,11,27,808,18,6,293482,292338,68
C18673,44,142651,1943146,36,14,45,767,94,10,852939,711799,33
C18674,44,87249,1992990,94,13,87,671,64,9,956197,515949,82
C18675,60,221906,1641731,112,12,112,745,80,2,602892,1066750,101
C18676,32,192956,205172,113,3,18,725,78,6,947015,823741,107
C18677,28,172500,1185605,116,12,117,862,49,9,952848,181909,113
C18678,29,32647,1557072,60,12,22,752,58,3,74134,781381,53
C18679,23,93079,850459,54,2,25,877,36,4,325762,1254301,53
C18680,41,241851,1980120,30,9,93,662,11,4,462946,1268163,29
C18681,51,226386,575522,91,7,71,553,24,8,817704,577096,83
C18682,44,219225,1159905,37,9,85,822,68,11,927814,256694,25
C18683,24,105094,244682,108,8,19,570,13,7,96187,208384,101
C18684,40,78546,1715830,26,8,18,676,72,10,654467,1199076,26
C18685,36,208776,614682,64,5,103,731,82,11,760121,1356575,54
C18686,30,105919,1174637,112,7,40,886,94,2,633000,496781,102
C18687,63,55033,1851491,31,5,19,557,28,6,147623,194014,23
C18688,46,110075,1363011,16,10,90,587,40,3,124165,729152,11
C18689,49,110625,206409,75,7,117,584,63,6,850508,1437307,65
C18690,25,123820,1709022,59,6,81,866,21,0,719890,466931,53
C18691,31,223809,402575,51,4,20,599,63,1,533239,576945,44
C18692,49,56000,1407174,35,7,21,744,44,8,445479,1333972,32
C18693,35,97113,217832,81,6,85,594,87,9,405390,466139,69
C18694,26,168701,1447168,23,7,10,825,62,11,755678,333110,12
C18695,35,217597,1806738,15,10,41,692,73,2,88488,1163577,10
C18696,63,192498,914377,54,1,32,729,25,8,509827,867080,45
C18697,40,162994,155706,88,14,92,848,70,6,829505,434536,77
C18698,54,225894,1029737,63,9,76,642,41,4,280646,277872,57
C18699,22,118435,965884,32,10,28,775,17,9,610515,549330,27
C18700,64,151956,871979,80,8,72,835,45,10,456091,956420,75
C18701,36,225544,737229,24,3,100,821,18,8,178022,671526,12
C18702,39,247353,1048149,13,1,71,630,64,3,268136,80802,1
C18703,54,124294,495983,119,13,42,666,82,7,121421,1465211,111
C18704,34,242963,302106,17,11,62,887,73,11,46287,495989,8
C18705,44,86049,1821468,104,2,92,798,60,1,892285,199930,97
C18706,48,121155,1927264,34,11,95,668,94,6,510986,1149784,24
C18707,52,32721,192509,110,12,27,656,40,8,227582,121744,101
C18708,57,141539,114308,85,6,89,575,87,7,532064,737873,74
C18709,30,197029,1548979,95,7,24,802,16,10,700131,1076252,84
C18710,29,126013,891693,100,11,71,745,86,2,878294,317509,96
C18711,44,209231,508627,47,14,87,562,11,6,636670,981840,43
C18712,56,136870,195869,21,2,44,816,64,0,266158,1446308,21
C18713,49,92714,623549,38,12,104,659,18,11,106690,1106940,27
C18714,49,120166,1623275,18,8,5,728,21,9,890768,1042149,17
C18715,43,136992,852886,61,6,25,731,62,1,181106,721853,49
C18716,47,34747,659935,32,5,54,895,84,11,38441,1189309,32
C18717,51,156050,1623581,97,5,14,824,25,4,391014,1038570,90
C18718,63,149102,137396,57,6,34,643,75,1,574893,184949,52
C18719,27,177390,1043520,93,14,33,655,46,9,217590,827614,93
C18720,24,154244,1252845,12,1,7,712,15,10,382782,617052,2
C18721,34,182691,493086,100,3,112,598,58,2,537575,459181,94
C18722,62,98640,221576,66,7,16,729,20,8,891760,197224,54
C18723,62,72746,467335,64,6,97,664,25,1,44437,546223,60
C18724,30,163410,409078,32,7,73,672,80,0,865069,427034,22
C18725,64,91704,173006,105,2,88,848,31,1,696535,678274,102
C18726,54,154511,107769,43,13,48,859,69,1,706449,834878,38
C18727,46,236795,590177,110,6,81,737,17,3,546887,666643,105
C18728,43,81500,1154970,25,5,7,879,15,10,181657,124301,14
C18729,29,222555,134245,50,3,22,662,44,5,211143,1100929,40
C18730,57,167395,1649981,53,10,62,715,29,5,829761,1396128,47
C18731,28,236158,806099,36,2,76,610,70,3,557602,1476550,35
C18732,34,93163,200274,40,12,43,728,45,8,34183,791434,36
C18733,27,237840,1014540,115,14,61,831,55,11,795894,488971,103
C18734,27,153191,1967463,43,5,19,765,20,5,857064,1028348,32
C18735,29,43919,1749277,22,7,21,743,88,9,101548,782840,19
C18736,23,174728,1523658,39,6,101,778,28,5,545051,1030981,27
C18737,34,78956,453742,80,11,20,561,45,8,249610,799177,77
C18738,37,41544,153476,110,13,114,803,24,6,600668,1321535,102
C18739,64,75936,370632,36,3,46,645,75,1,580947,1266363,24
C18740,42,215360,1020146,63,6,104,791,15,6,582840,1058450,54
C18741,46,244590,1725038,52,14,68,618,55,3,272399,966911,52
C18742,48,44566,197384,62,9,8,803,21,3,849388,850047,55
C18743,34,151854,428611,18,3,26,742,51,4,413543,1240071,15
C18744,29,39880,659355,44,2,74,763,22,8,11855,422354,35
C18745,46,208848,607961,53,9,83,649,52,2,712179,184040,47
C18746,22,168008,1493923,102,11,73,565,62,0,477066,1467436,94
C18747,31,121284,1062625,119,14,19,811,31,9,271838,264616,115
C18748,37,240019,1371835,96,13,33,861,85,0,193723,1120471,90
C18749,54,37198,1010311,68,12,119,763,45,1,897106,142217,68
C18750,39,33376,1072755,102,5,88,850,15,9,813509,1005635,99
C18751,59,92432,1926274,100,1,87,588,83,0,432861,850483,92
C18752,38,134791,151820,97,1,71,646,15,7,407869,1231753,93
C18753,33,191244,684514,22,9,102,623,56,11,86393,972515,11
C18754,25,240531,1447072,81,11,64,615,79,6,125301,474112,81
C18755,43,173188,1039031,78,8,36,743,51,6,370318,277910,73
C18756,44,88295,606412,41,2,98,637,63,5,936011,1096266,37
C18757,49,165885,1196762,103,1,37,849,88,6,59417,16741,95
C18758,28,76313,124244,116,10,103,752,79,5,959671,1167305,105
C18759,46,131873,1115060,92,9,87,633,75,5,823487,656349,84
C18760,35,45232,318204,34,4,5,629,44,7,670260,1051319,22
C18761,21,239300,1657779,62,13,84,880,22,0,499299,745379,57
C18762,48,233992,1477628,109,6,69,813,93,7,48231,563264,102
C18763,34,58609,1407231,96,11,30,554,56,5,136981,888981,90
C18764,62,141859,112571,16,4,47,889,63,7,848140,1194856,5
C18765,54,213571,978525,61,12,31,628,75,6,302452,1144866,51
C18766,51,64021,1764036,55,10,62,659,51,11,284659,621916,50
C18767,26,70108,50027,26,4,58,886,48,6,245295,1338904,14
C18768,25,155221,1807940,13,11,50,690,39,7,958489,839631,7
C18769,51,247886,643160,35,8,29,627,20,10,850212,594201,24
C18770,57,232435,593034,65,9,23,699,68,10,29528,1156927,60
C18771,35,110305,1233781,21,5,13,567,90,8,231926,299693,15
C18772,35,29821,61416,95,3,115,703,43,4,709767,916225,90
C18773,63,145501,1002647,46,13,34,577,64,8,513820,1116445,35
C18774,25,173869,181119,52,12,49,624,41,2,409961,875820,44
C18775,48,90580,89826,58,11,59,758,29,4,606236,122031,47
C18776,53,174142,1307089,96,7,15,798,63,10,322171,471105,91
C18777,31,30236,1565525,41,2,97,690,12,7,512432,485442,38
C18778,63,51745,88301,104,13,39,668,20,2,714473,917607,98
C18779,26,162697,376716,110,2,21,599,82,8,647229,790771,98
C18780,43,118353,1173073,49,14,105,823,94,10,302983,1185493,42
C18781,60,175181,1827074,37,13,62,829,75,5,881926,750662,32
C18782,22,182071,772258,31,14,32,819,60,7,451918,1307115,29
C18783,35,196849,954460,47,12,114,631,63,9,90009,671310,42
C18784,43,29014,1607296,75,13,102,783,42,10,179865,429755,68
C18785,42,63548,651844,54,9,6,745,91,11,777086,320835,51
C18786,29,226203,1360727,51,6,81,619,42,2,51397,43421,39
C18787,60,66033,251480,29,9,25,656,25,6,893442,611395,24
C18788,50,208242,1881574,33,13,46,711,53,11,10964,1041029,28
C18789,36,64060,68916,88,5,91,670,28,11,453742,286800,82
C18790,50,92096,1740311,90,12,106,702,81,6,519524,1371227,87
C18791,29,83235,701663,27,1,71,774,29,3,200366,864074,23
C18792,21,101860,1513051,100,2,80,850,52,7,168352,128475,88
C18793,58,117001,213544,14,3,23,550,32,10,407413,1077379,9
C18794,28,120285,981210,80,10,9,607,87,11,376249,690468,75
C18795,38,50822,1641633,38,8,38,766,36,9,772121,570220,27
C18796,47,233602,1559794,114,11,55,725,30,3,988271,1298891,109
C18797,38,107392,1759265,108,3,46,586,13,1,780095,785624,97
C18798,52,145123,213178,51,3,47,741,24,3,856909,1047386,51
C18799,52,59985,765741,113,13,37,779,82,5,884112,937387,102
C18800,56,50276,231418,15,7,101,711,46,1,132691,626624,8
C18801,56,199111,885684,54,9,77,879,66,6,684800,532139,45
C18802,41,238044,1166573,113,4,96,733,61,10,591196,622617,111
C18803,52,159059,1744267,63,12,71,583,83,7,84494,1096320,53
C18804,51,33330,1754258,63,4,98,572,19,9,724374,389880,55
C18805,57,182045,111468,77,9,25,888,83,0,861147,183575,77
C18806,36,220630,860648,73,5,23,720,54,3,890534,385899,63
C18807,34,174593,627089,94,6,114,837,48,11,46749,272554,84
C18808,44,100811,579134,74,7,100,772,87,1,16541,1046924,70
C18809,45,246156,159572,62,6,115,871,82,1,347856,1132210,57
C18810,55,73119,1448395,75,12,94,607,61,10,397571,1159524,63
C18811,37,139619,1713492,93,13,67,739,67,3,225333,840964,83
C18812,62,183624,1992612,67,2,71,566,54,3,937573,1056552,57
C18813,24,62603,250943,22,9,15,551,16,9,641313,691777,18
C18814,31,53940,1111936,46,2,29,695,44,1,486404,302905,34
C18815,35,202037,342889,22,9,67,620,19,6,914906,596686,21
C18816,50,33377,1803926,44,13,43,705,36,4,682329,539515,35
C18817,44,225050,1621229,77,6,78,682,12,6,157661,164826,76
C18818,22,87308,1198001,12,5,64,647,67,2,747540,1246493,1
C18819,63,229010,293099,44,8,49,768,83,4,411409,374079,35
C18820,54,60961,1544909,88,2,5,568,92,1,218320,1082825,83
C18821,43,29928,1724509,38,14,51,577,92,10,445899,558181,34
C18822,51,34604,1850465,76,1,54,797,61,9,827489,323075,74
C18823,57,73029,821384,117,14,75,839,51,11,993048,943555,113
C18824,33,118300,1460283,104,7,21,554,85,8,104021,505747,100
C18825,53,169849,241696,56,6,101,778,59,3,440286,717804,51
C18826,27,196436,1384296,115,4,115,707,63,10,722460,595748,109
C18827,52,77068,1092245,97,4,98,701,50,3,753901,164062,95
C18828,27,181663,1410516,114,11,35,824,64,10,871499,666903,102
C18829,62,226145,1567748,95,6,31,569,37,10,15024,1055957,89
C18830,58,217550,378276,55,7,106,600,75,6,533731,1480056,51
C18831,64,212275,1301573,51,2,35,790,67,8,269362,977169,49
C18832,33,187977,278902,56,7,116,837,88,2,202208,737136,49
C18833,44,137236,1543754,13,13,94,798,54,8,16202,127922,11
C18834,48,128949,120072,52,14,22,562,93,7,558799,233879,51
C18835,52,160333,1443107,63,10,112,897,31,4,242657,1351796,63
C18836,63,190775,311898,28,7,77,802,61,5,647466,102220,19
C18837,38,213265,190228,61,12,96,805,36,8,264700,1221236,50
C18838,54,247652,223669,52,6,91,869,12,0,382706,797544,44
C18839,54,62306,409398,16,3,75,568,75,9,90499,1390863,8
C18840,58,94962,1412658,63,8,52,566,54,8,535636,159196,58
C18841,21,87432,1207885,59,1,30,765,68,11,736911,910966,50
C18842,63,157430,697394,101,8,89,757,20,3,137619,851780,97
C18843,62,103959,1314376,24,12,116,657,18,7,130056,1203797,13
C18844,51,59537,305256,66,12,100,822,86,8,913096,694691,65
C18845,21,52337,891373,45,7,33,680,43,3,154158,952222,45
C18846,36,150762,795985,66,2,103,695,30,9,930146,1472480,62
C18847,59,154162,1000483,105,1,60,819,43,2,325220,112814,97
C18848,35,88247,1441651,55,8,95,680,90,10,252700,985208,43
C18849,53,116301,1588596,52,4,115,574,68,4,786799,41795,41
C18850,43,202565,280145,13,11,62,812,81,2,241649,128937,2
C18851,61,42576,1814591,87,13,72,652,75,4,635124,1132832,77
C18852,54,60584,991419,67,12,35,830,67,6,21270,383964,62
C18853,37,64035,1942782,97,14,79,663,54,6,454723,275204,90
C18854,45,118733,425898,113,10,102,753,57,1,736912,1315760,111
C18855,62,179481,1735087,24,12,113,876,38,7,635103,227554,12
C18856,26,160928,184330,59,10,50,641,93,8,817797,72936,54
C18857,51,120980,1705043,100,9,17,797,84,9,56449,1148630,90
C18858,25,243209,93357,51,12,69,711,87,11,37700,976143,41
C18859,60,239034,1422866,114,11,88,726,51,7,420141,887782,106
C18860,60,112163,1295229,71,4,38,832,17,9,768626,441145,67
C18861,50,197257,149180,48,13,35,896,45,0,670419,854534,45
C18862,25,231778,1385258,32,11,46,737,45,8,446940,1037561,23
C18863,32,228363,675509,29,13,65,840,51,5,913342,98542,19
C18864,27,244459,1788659,94,12,95,801,89,8,961318,1220744,82
C18865,33,192817,174480,88,11,95,618,60,4,15707,1361660,81
C18866,24,185784,1100850,66,11,94,813,33,3,878750,500505,65
C18867,62,37023,1892743,100,13,66,819,10,10,929592,1200084,91
C18868,23,150524,576027,91,8,19,758,26,4,73911,656965,81
C18869,32,125187,924018,74,8,31,840,85,3,294555,314442,73
C18870,21,87919,823238,104,1,46,660,23,9,483827,163963,98
C18871,47,25540,1965857,71,5,68,741,90,6,708378,1225350,65
C18872,63,33837,718909,57,11,43,753,30,10,72654,148043,56
C18873,33,177257,1701812,27,4,5,767,87,1,444509,1292188,16
C18874,37,128030,212582,97,4,95,734,65,10,778476,799365,89
C18875,28,89889,1194544,55,9,77,706,30,11,120088,838660,55
C18876,52,179478,1836189,23,12,98,743,26,1,723646,1388867,22
C18877,40,217702,641354,118,11,80,647,28,10,363858,163523,110
C18878,37,74054,1230203,75,12,13,576,16,7,384498,645359,65
C18879,54,206912,863056,101,3,72,882,78,10,223929,655863,101
C18880,55,34046,1582634,39,8,35,847,25,5,62328,752751,34
C18881,55,77495,300583,66,12,53,569,68,7,624115,673756,63
C18882,58,65579,987921,39,9,44,657,67,5,15504,1476963,30
C18883,62,84821,1837019,98,8,7,552,79,1,962089,911521,88
C18884,44,246703,1432284,114,4,21,565,23,0,89976,799152,107
C18885,38,120877,95978,105,2,119,587,18,5,641047,712439,104
C18886,59,101668,1337443,111,10,38,613,83,8,514351,680012,107
C18887,53,190247,1619134,49,7,46,616,10,1,614692,191048,37
C18888,43,34012,161215,66,3,36,841,66,6,791408,58329,65
C18889,45,32030,737858,25,6,43,557,31,6,389317,676569,16
C18890,57,147047,1805108,42,3,112,844,29,2,332053,159096,34
C18891,47,242522,180913,74,4,58,770,40,0,712753,999763,68
C18892,21,229536,876885,57,2,109,744,91,6,186074,246100,45
C18893,41,168099,56023,87,12,47,582,57,3,776165,994781,86
C18894,30,227814,1974372,86,11,113,635,73,0,698943,627499,75
C18895,51,118399,414134,15,5,70,725,13,2,169147,1023818,14
C18896,64,43565,625380,100,10,15,821,37,11,723136,641763,93
C18897,45,185362,1021052,118,7,12,714,17,1,539495,950166,116
C18898,40,126536,1871695,100,2,39,770,79,0,178868,1417065,95
C18899,22,138921,767893,119,5,105,745,85,1,948228,653808,111
C18900,35,181072,1724667,31,6,31,651,81,7,425697,1209351,23
C18901,48,206775,1419274,83,6,97,803,60,2,610177,651102,83
C18902,33,189197,103405,35,13,77,663,77,11,66479,1048221,24
C18903,34,167710,1335769,93,2,77,897,16,1,154855,1184193,91
C18904,22,239586,190618,49,14,21,810,15,3,218303,1151859,40
C18905,54,210352,88793,84,2,6,870,56,0,98822,1287269,72
C18906,55,116122,1925352,35,2,26,849,30,5,570181,707912,27
C18907,57,82540,1432863,80,3,65,824,36,7,760011,515218,72
C18908,45,218652,732066,59,2,85,851,91,1,793755,727349,48
C18909,35,34225,483737,56,9,6,642,81,11,632418,706251,50
C18910,32,181509,335550,88,10,92,811,32,5,625586,147640,87
C18911,29,121774,676701,32,5,106,884,26,9,994260,575817,30
C18912,51,107268,1750994,84,9,94,870,88,3,492924,287018,77
C18913,34,53353,1134611,77,8,21,837,20,7,943978,1401984,77
C18914,49,73531,1605111,64,5,71,887,89,1,169432,1436375,61
C18915,63,157730,433904,76,13,26,567,30,10,931539,635427,68
C18916,58,50150,1992739,19,7,37,691,34,0,668001,1412207,12
C18917,62,169387,1506334,99,12,59,895,19,0,951337,749875,96
C18918,28,174275,382934,45,2,74,686,42,2,401925,425780,43
C18919,23,146159,775099,21,10,58,796,15,9,827864,1326563,21
C18920,22,63649,1661522,12,10,46,679,34,6,477491,937483,8
C18921,36,195495,1086918,46,7,44,578,83,11,784416,601839,45
C18922,39,219689,421418,116,5,80,694,73,4,234754,476010,106
C18923,50,45392,586740,66,6,21,574,94,5,679623,256487,62
C18924,61,162115,1978028,37,9,37,835,89,11,704500,1450945,27
C18925,36,41867,203753,79,8,43,794,48,2,462526,1297264,74
C18926,51,127216,1381546,106,2,111,685,47,3,128727,641629,99
C18927,48,156429,984936,16,10,116,730,66,11,258124,738864,13
C18928,24,201512,1116919,98,6,117,711,74,5,376169,276043,96
C18929,30,180901,1583482,109,1,29,560,36,3,364819,477311,102
C18930,38,151874,758210,90,8,62,865,90,7,704962,887435,85
C18931,52,197866,418989,78,1,100,597,94,8,877544,987236,71
C18932,50,190030,1153403,30,2,82,604,70,3,486171,1259631,19
C18933,56,55408,1794595,54,4,100,588,65,11,691329,1416595,46
C18934,29,51279,1870102,50,10,50,611,55,1,117495,331475,38
C18935,56,185539,952940,114,2,100,868,14,2,397415,1141865,113
C18936,49,127868,638525,38,14,10,734,84,9,232280,637061,27
C18937,36,80131,1670705,33,5,98,603,45,10,860971,418672,26
C18938,48,66452,485417,60,11,38,827,87,6,154158,1285504,55
C18939,41,225017,987818,69,7,16,880,78,10,74603,1430437,57
C18940,22,101855,1546309,70,7,52,647,17,2,523283,1346072,64
C18941,55,182768,490632,90,10,54,805,20,8,281740,197714,87
C18942,48,88612,1173179,51,5,106,872,78,6,250120,845496,40
C18943,56,246445,1896920,117,14,114,753,88,4,689142,958718,108
C18944,51,52578,522853,26,3,25,753,88,2,966897,1014631,20
C18945,53,26908,1940763,43,5,50,581,80,10,177545,405260,43
C18946,43,123059,328085,69,13,43,874,47,5,417654,43705,64
C18947,61,225254,928085,106,4,63,658,30,8,637510,1476031,105
C18948,37,212939,1284586,67,6,13,845,84,9,208437,1363308,60
C18949,21,104368,1768527,114,1,81,557,72,2,19278,1356046,108
C18950,62,240369,299461,92,1,108,621,36,9,707189,461935,80
C18951,43,167658,1634594,63,13,119,574,86,0,180640,1331182,62
C18952,47,176792,583299,88,8,81,883,33,3,691459,219744,80
C18953,45,95940,1528469,113,6,105,589,41,2,100456,432139,110
C18954,52,112878,112969,112,14,114,634,28,8,9938,398419,103
C18955,39,157697,1929984,91,9,23,811,44,6,459653,1249422,81
C18956,44,122543,1598496,39,10,11,651,78,3,875276,485209,30
C18957,23,194258,1428140,109,12,101,718,62,3,448805,1088931,98
C18958,32,247412,1955046,107,12,117,836,62,0,312442,748038,105
C18959,55,193226,1346464,35,1,79,699,65,8,451060,203778,30
C18960,35,227962,864996,48,7,78,648,32,6,727136,1416979,48
C18961,37,190229,1237145,73,1,82,653,24,0,448503,1308942,69
C18962,52,211133,1369018,16,12,79,882,71,0,669247,857882,9
C18963,27,42871,978391,55,7,57,861,74,6,771253,769651,52
C18964,39,154742,1895685,98,7,25,571,36,11,415508,1192364,97
C18965,27,137961,798557,61,13,59,660,15,0,295852,215541,51
C18966,25,80653,1652226,96,8,115,824,25,7,958697,37978,91
C18967,60,165180,1525985,12,14,45,552,32,1,386199,92734,5
C18968,41,231941,644429,75,13,43,746,46,8,217419,1125081,73
C18969,27,140398,669950,88,5,107,766,40,2,142245,473697,86
C18970,57,239878,796589,119,8,79,650,61,6,921556,935473,109
C18971,43,59984,297889,83,10,31,555,67,0,711170,409501,82
C18972,31,239312,523779,12,13,45,860,49,8,334046,639652,6
C18973,30,237912,408648,26,5,65,834,66,9,392295,721923,14
C18974,41,88478,1250088,85,9,28,625,16,11,961001,1054993,81
C18975,61,49290,640064,12,11,69,550,38,9,901319,627735,1
C18976,53,170505,1975284,89,8,64,621,79,11,470623,345622,77
C18977,40,226053,854312,63,13,82,615,75,3,878141,98176,58
C18978,53,193671,1538157,117,13,105,557,12,0,974043,703750,107
C18979,60,166890,1847149,112,14,95,848,70,6,574034,1258087,109
C18980,55,245809,294579,52,11,54,739,69,5,227047,1499093,44
C18981,54,31984,240922,74,7,62,626,22,4,518767,599769,66
C18982,56,197432,689279,57,13,14,668,78,0,941090,1387502,47
C18983,47,91286,79466,32,7,100,590,45,6,104300,1179773,25
C18984,39,30594,1607391,76,3,119,692,90,5,560257,1130184,66
C18985,63,218332,677685,102,6,15,737,63,11,137763,1460893,96
C18986,25,235338,154351,63,6,98,621,40,3,532803,25605,55
C18987,49,163243,1502956,42,11,118,893,27,1,379876,831671,35
C18988,30,121624,1913603,82,14,62,886,14,9,891682,759658,70
C18989,60,141575,757273,93,5,83,708,18,4,609148,671317,90
C18990,33,241677,607661,47,2,40,569,28,1,942278,1087609,46
C18991,49,75570,1654042,35,13,69,786,20,11,757185,612541,28
C18992,25,142291,277627,49,10,90,561,21,2,323477,358607,40
C18993,32,120350,214246,110,7,78,670,54,9,811703,497773,102
C18994,33,208995,378751,79,5,34,679,45,3,339973,771359,71
C18995,42,153742,1843686,13,14,112,727,73,7,838590,1052271,10
C18996,60,144788,758721,110,2,92,593,42,6,871925,769172,105
C18997,35,87405,1744150,93,13,11,768,16,7,237749,596666,81
C18998,33,136606,686796,77,14,101,695,11,2,69030,1382964,75
C18999,21,87653,726365,102,4,16,733,13,7,460744,693129,93
C19000,58,166282,924440,68,12,41,603,92,9,565400,1387751,64
C19001,63,84380,489093,74,11,82,641,78,2,681463,62572,64
C19002,21,198677,1905835,115,1,85,712,52,10,40174,589089,112
C19003,31,126791,374549,82,12,13,766,60,8,456026,180178,80
C19004,63,230613,883706,52,12,51,691,71,6,522683,1183909,42
C19005,60,145598,100604,106,8,110,583,68,7,640642,11961,101
C19006,42,186897,658661,116,5,92,823,75,3,102364,1499107,112
C19007,55,145996,1858913,109,8,78,827,37,3,94791,1072588,108
C19008,64,144421,1429243,18,1,94,842,70,1,745345,945856,13
C19009,26,237313,1077669,68,8,8,799,92,0,122707,440163,60
C19010,48,189863,836632,56,13,72,867,15,3,296621,960569,48
C19011,51,100237,1139169,104,5,95,680,31,8,945961,748533,100
C19012,28,117150,72584,19,7,83,863,52,7,569890,562484,8
C19013,25,105202,392100,108,3,83,651,89,1,728090,718861,100
C19014,62,95775,1418846,14,13,61,676,26,9,242687,1067987,2
C19015,64,237820,544280,115,13,80,661,89,9,143227,1369551,110
C19016,37,109266,1497017,43,3,35,866,42,9,113970,471950,43
C19017,58,91391,513673,94,13,117,878,36,5,753208,1328832,91
C19018,29,99894,741841,79,9,46,869,88,10,639829,300864,69
C19019,30,75817,704349,21,7,66,731,63,4,107145,275408,21
C19020,40,94574,858468,29,11,16,634,16,0,472322,1184478,23
C19021,34,67932,1631994,94,6,103,833,82,0,243309,1345840,86
C19022,34,88404,1920892,64,4,14,626,59,6,641006,518313,59
C19023,46,45071,938353,87,5,57,566,17,9,907925,993966,76
C19024,49,239108,863428,22,8,24,833,85,11,698159,1411889,19
C19025,47,200400,890774,43,1,117,581,68,0,918554,379680,38
